Customer_ID,Name,Email,Segment,Total_Spent,Transaction_Count
CUST-0183,Isabella Hall,isabella.hall366@email.com,VIP,11143.36,14
CUST-0253,Amelia Allen,amelia.allen443@email.com,VIP,3175.93,10
CUST-0254,Matthew Taylor,matthew.taylor682@email.com,VIP,2830.61,10
CUST-0407,Mason White,mason.white579@email.com,VIP,11917.21,11
CUST-0121,Daniel Garcia,daniel.garcia63@email.com,VIP,9160.93,14
CUST-0472,Wendy White,wendy.white420@email.com,VIP,4566.28,11
CUST-0123,Charlotte Lopez,charlotte.lopez121@email.com,VIP,7525.71,14
CUST-0156,Matthew Adewale,matthew.moore558@email.com,VIP,7130.03,12
CUST-0050,Ethan Obaje,ethan.martinez914@email.com,VIP,4467.65,10
CUST-0102,Joseph Young,joseph.young137@email.com,VIP,3502.02,14
CUST-0354,Grace Davis,grace.davis72@email.com,VIP,6346.56,11
CUST-0060,William Garcia,william.garcia763@email.com,VIP,8364.87,15
CUST-0049,Bob Rodriguez,bob.rodriguez550@email.com,VIP,6928.37,11
CUST-0125,Lucas Harris,lucas.harris677@email.com,VIP,5558.42,14
CUST-0169,Mason Smith,mason.smith320@email.com,VIP,7216.77,15
CUST-0140,Daniel Jackson,daniel.jackson173@email.com,VIP,2072.75,13
CUST-0065,Emma Davis,emma.davis862@email.com,VIP,4719.85,14
CUST-0389,Joseph Hernandez,joseph.hernandez721@email.com,VIP,2986.09,10
CUST-0093,Quinn Baker,quinn.baker178@email.com,VIP,10987.02,14
CUST-0284,Charlotte Lewis,charlotte.lewis987@email.com,VIP,2933.95,13
CUST-0454,Mason Davis,mason.davis922@email.com,VIP,4476.19,14
CUST-0208,Eve Lewis,eve.lewis38@email.com,VIP,6713.12,11
CUST-0348,Uma Lopez,uma.lopez45@email.com,VIP,6146.39,11
CUST-0424,Daniel Jones,daniel.jones48@email.com,VIP,2704.57,10
CUST-0069,Henry Olatunji,henry.anderson108@email.com,VIP,6258.57,13
CUST-0047,Kate Smith,kate.smith226@email.com,VIP,5001.09,13
CUST-0119,Benjamin Miller,benjamin.miller192@email.com,VIP,2920.22,13
CUST-0016,Olivia Obaje,olivia.martinez852@email.com,VIP,5471.93,11
CUST-0245,Mason Young,mason.young577@email.com,VIP,5215.56,14
CUST-0482,Liam Thomas,liam.thomas220@email.com,VIP,7017.46,10
CUST-0057,Kate Taylor,kate.taylor556@email.com,VIP,2469.43,10
CUST-0088,Evelyn King,evelyn.king280@email.com,VIP,7531.35,12
CUST-0358,Victor Rodriguez,victor.rodriguez41@email.com,VIP,6795.29,15
CUST-0399,Mason King,mason.king401@email.com,VIP,4414.33,15
CUST-0467,David Allen,david.allen430@email.com,VIP,4854.48,10
CUST-0330,Zack Wright,zack.wright732@email.com,VIP,4109.55,13
CUST-0443,Emma Walker,emma.walker107@email.com,VIP,9111.82,15
CUST-0134,Yara Thomas,yara.thomas428@email.com,VIP,8984.28,13
CUST-0226,Abigail Thompson,abigail.thompson677@email.com,VIP,5488.91,14
CUST-0426,Emily Miller,emily.miller680@email.com,VIP,6438.46,11
CUST-0396,Eve Harris,eve.harris56@email.com,VIP,3288.22,12
CUST-0011,Wendy Scott,wendy.scott954@email.com,VIP,7101.30,14
CUST-0282,Alice White,alice.white493@email.com,VIP,5023.81,15
CUST-0164,Diana Allen,diana.allen778@email.com,VIP,6483.96,14
CUST-0221,Kate Nwachukwu,kate.green556@email.com,VIP,4857.47,14
CUST-0149,Olivia Thompson,olivia.thompson964@email.com,VIP,5714.64,11
CUST-0005,Jack Brown,jack.brown829@email.com,VIP,7327.29,15
CUST-0056,Kate Obaje,kate.martinez14@email.com,VIP,4248.85,12
CUST-0082,Harper Lewis,harper.lewis461@email.com,VIP,3346.99,14
CUST-0181,Ivy Lee,ivy.lee498@email.com,VIP,9654.65,13
CUST-0313,Eve Jones,eve.jones936@email.com,VIP,5183.06,11
CUST-0009,Charlie Thomas,charlie.thomas413@email.com,VIP,1636.44,10
CUST-0037,Sophia Walker,sophia.walker653@email.com,VIP,5784.29,13
CUST-0320,Kate Wright,kate.wright539@email.com,VIP,7059.96,14
CUST-0003,Emily Martin,emily.martin130@email.com,VIP,2140.52,10
CUST-0261,Olivia Martin,olivia.martin41@email.com,VIP,4339.19,10
CUST-0341,Andrew Obaje,andrew.martinez46@email.com,VIP,4608.91,14
CUST-0360,Uma Wright,uma.wright565@email.com,VIP,5769.33,15
CUST-0364,Ethan Young,ethan.young494@email.com,VIP,2294.68,13
CUST-0090,Ella Scott,ella.scott650@email.com,VIP,4667.92,11
CUST-0225,Ella Taylor,ella.taylor384@email.com,VIP,4344.21,13
CUST-0235,Grace Wright,grace.wright822@email.com,VIP,4665.03,13
CUST-0294,Bob Lopez,bob.lopez934@email.com,VIP,3264.80,12
CUST-0430,Mia White,mia.white407@email.com,VIP,5597.15,14
CUST-0180,Ella White,ella.white304@email.com,VIP,4881.12,15
CUST-0258,Tara Johnson,tara.johnson349@email.com,VIP,10137.97,14
CUST-0142,Noah Adewale,noah.moore580@email.com,VIP,5351.80,15
CUST-0160,David Young,david.young118@email.com,VIP,4825.96,12
CUST-0442,Abigail Obaje,abigail.martinez187@email.com,VIP,3604.29,11
CUST-0285,Diana King,diana.king514@email.com,VIP,2633.86,12
CUST-0486,Alice Wilson,alice.wilson929@email.com,VIP,3501.46,13
CUST-0143,James Walker,james.walker670@email.com,VIP,4459.30,11
CUST-0259,Isabella Allen,isabella.allen770@email.com,VIP,3990.05,10
CUST-0029,Xavier Young,xavier.young253@email.com,VIP,5176.92,14
CUST-0203,Tara Olatunji,tara.anderson768@email.com,VIP,8983.47,11
CUST-0008,Mia Brown,mia.brown116@email.com,VIP,4598.59,12
CUST-0252,Ava Nwachukwu,ava.green682@email.com,VIP,5818.69,10
CUST-0463,Zack Wright,zack.wright881@email.com,VIP,4084.23,10
CUST-0309,Frank Walker,frank.walker334@email.com,VIP,5698.99,11
CUST-0450,Peter Allen,peter.allen989@email.com,VIP,5490.95,15
CUST-0159,Jack Young,jack.young150@email.com,VIP,1836.07,12
CUST-0007,Benjamin Lee,benjamin.lee147@email.com,VIP,2456.44,11
CUST-0352,Victor Brown,victor.brown65@email.com,VIP,4076.22,11
CUST-0379,Matthew Harris,matthew.harris314@email.com,VIP,2933.56,13
CUST-0444,Wendy Davis,wendy.davis576@email.com,VIP,6653.07,15
CUST-0157,William Hall,william.hall703@email.com,VIP,6398.97,10
CUST-0264,Quinn Wilson,quinn.wilson221@email.com,VIP,8570.75,15
CUST-0097,Emily Hall,emily.hall637@email.com,VIP,6076.97,14
CUST-0175,Xavier Thompson,xavier.thompson488@email.com,VIP,6076.00,15
CUST-0236,Xavier Lewis,xavier.lewis28@email.com,VIP,3686.01,14
CUST-0473,William Young,william.young26@email.com,VIP,5868.20,11
CUST-0109,Ivy Lee,ivy.lee545@email.com,VIP,3666.45,11
CUST-0301,Emily Lewis,emily.lewis444@email.com,VIP,3605.51,10
CUST-0199,Daniel Clark,daniel.clark436@email.com,VIP,2710.55,12
CUST-0464,Ella Nwachukwu,ella.green429@email.com,VIP,6108.19,12
CUST-0117,Peter Martin,peter.martin976@email.com,VIP,4466.80,11
CUST-0038,Mason Miller,mason.miller341@email.com,VIP,1567.43,10
CUST-0111,Eve Miller,eve.miller14@email.com,VIP,2122.37,10
CUST-0416,Rachel Hernandez,rachel.hernandez656@email.com,VIP,7639.02,15
CUST-0404,Benjamin Nwachukwu,benjamin.green936@email.com,VIP,2913.16,11
CUST-0101,Diana Owem,diana.gonzalez751@email.com,VIP,7008.77,12
CUST-0306,Olivia Nwachukwu,olivia.green577@email.com,VIP,6790.57,13
CUST-0433,Victor Taylor,victor.taylor923@email.com,VIP,2436.47,10
CUST-0030,Daniel Olatunji,daniel.anderson812@email.com,VIP,5455.00,11
CUST-0381,Xavier Obaje,xavier.martinez636@email.com,VIP,6229.26,12
CUST-0091,Joseph Clark,joseph.clark385@email.com,VIP,4575.34,15
CUST-0363,Uma Adewale,uma.moore226@email.com,VIP,3551.64,15
CUST-0002,Mia Adewale,mia.moore897@email.com,VIP,5951.80,13
CUST-0184,Yara Martin,yara.martin317@email.com,VIP,7613.31,13
CUST-0451,Charlotte Lewis,charlotte.lewis351@email.com,VIP,5623.74,12
CUST-0206,Mia Young,mia.young801@email.com,VIP,5241.85,11
CUST-0148,Peter Scott,peter.scott132@email.com,VIP,4844.73,12
CUST-0151,Ella Lee,ella.lee765@email.com,VIP,5315.95,15
CUST-0163,Uma Jackson,uma.jackson918@email.com,VIP,8737.27,13
CUST-0271,Noah Adewale,noah.moore375@email.com,VIP,6009.60,14
CUST-0415,William Robinson,william.robinson694@email.com,VIP,4890.84,10
CUST-0431,Evelyn Brown,evelyn.brown765@email.com,VIP,5266.31,11
CUST-0304,Emily Thomas,emily.thomas618@email.com,VIP,10020.93,15
CUST-0120,Amelia Jones,amelia.jones133@email.com,VIP,6166.66,10
CUST-0168,Rachel Jackson,rachel.jackson677@email.com,VIP,5213.97,14
CUST-0147,Olivia Lopez,olivia.lopez197@email.com,VIP,8236.29,11
CUST-0274,Jack Thomas,jack.thomas371@email.com,VIP,2055.29,10
CUST-0315,Eve Williams,eve.williams706@email.com,VIP,6660.88,14
CUST-0436,Victor Wilson,victor.wilson659@email.com,VIP,7189.25,15
CUST-0368,Joseph White,joseph.white995@email.com,VIP,5178.33,15
CUST-0194,Harper Scott,harper.scott972@email.com,VIP,11581.28,14
CUST-0498,Ivy Owem,ivy.gonzalez995@email.com,VIP,6498.12,15
CUST-0087,Quinn Robinson,quinn.robinson505@email.com,VIP,3766.15,10
CUST-0195,Uma Martin,uma.martin166@email.com,VIP,4476.68,14
CUST-0215,Olivia Jones,olivia.jones294@email.com,VIP,3985.75,14
CUST-0293,Ella White,ella.white58@email.com,VIP,3644.48,14
CUST-0394,James Lewis,james.lewis89@email.com,VIP,8276.46,11
CUST-0115,Ivy Scott,ivy.scott549@email.com,VIP,4221.68,10
CUST-0186,Emily Taylor,emily.taylor512@email.com,VIP,4669.43,10
CUST-0448,Lucas Miller,lucas.miller247@email.com,VIP,4731.97,11
CUST-0058,Quinn Miller,quinn.miller670@email.com,VIP,2597.01,14
CUST-0174,Charlotte Harris,charlotte.harris74@email.com,VIP,9505.62,14
CUST-0323,Rachel King,rachel.king533@email.com,VIP,4154.17,10
CUST-0228,Xavier Obaje,xavier.martinez206@email.com,VIP,7305.50,14
CUST-0222,Rachel Williams,rachel.williams715@email.com,VIP,5824.86,10
CUST-0062,Charlotte Taylor,charlotte.taylor83@email.com,VIP,2361.36,15
CUST-0179,Matthew Walker,matthew.walker196@email.com,VIP,1875.66,10
CUST-0369,David Jones,david.jones676@email.com,VIP,3529.90,14
CUST-0461,Henry Brown,henry.brown702@email.com,VIP,4906.19,13
CUST-0080,Ava Wilson,ava.wilson694@email.com,VIP,2244.74,10
CUST-0299,Amelia Obaje,amelia.martinez466@email.com,VIP,6204.10,15
CUST-0132,Peter Thompson,peter.thompson142@email.com,VIP,6180.84,12
CUST-0242,Sophia Clark,sophia.clark697@email.com,VIP,4746.00,12
CUST-0468,Yara Martin,yara.martin330@email.com,VIP,6627.38,15
CUST-0013,Emily Williams,emily.williams848@email.com,VIP,5211.22,12
CUST-0269,Frank King,frank.king278@email.com,VIP,9984.49,12
CUST-0071,Uma Garcia,uma.garcia207@email.com,VIP,2095.41,13
CUST-0083,Ava Owem,ava.gonzalez890@email.com,VIP,1518.12,12
CUST-0133,Henry Martin,henry.martin960@email.com,VIP,2308.54,10
CUST-0207,Ethan Miller,ethan.miller536@email.com,VIP,3476.58,15
CUST-0366,Emily Thomas,emily.thomas59@email.com,VIP,4879.74,11
CUST-0487,Charlie King,charlie.king462@email.com,VIP,7817.91,10
CUST-0390,Harper Smith,harper.smith924@email.com,VIP,7419.48,12
CUST-0283,Benjamin Jones,benjamin.jones788@email.com,VIP,3076.03,11
CUST-0335,Diana Rodriguez,diana.rodriguez517@email.com,VIP,3899.17,13
CUST-0103,Emily Lewis,emily.lewis232@email.com,VIP,5310.07,12
CUST-0298,Ethan Lewis,ethan.lewis152@email.com,VIP,4556.05,13
CUST-0343,Yara Davis,yara.davis64@email.com,VIP,3607.79,11
CUST-0377,David Hernandez,david.hernandez913@email.com,VIP,5471.42,12
CUST-0474,Ivy Owem,ivy.gonzalez191@email.com,VIP,7439.21,11
CUST-0262,Isabella Garcia,isabella.garcia754@email.com,VIP,3118.05,13
CUST-0325,Abigail Scott,abigail.scott593@email.com,VIP,5733.72,10
CUST-0406,Harper Baker,harper.baker870@email.com,VIP,3759.26,11
CUST-0484,Emily Walker,emily.walker490@email.com,VIP,10027.38,14
CUST-0355,Tara Jackson,tara.jackson642@email.com,VIP,7471.05,14
CUST-0387,Daniel Smith,daniel.smith595@email.com,VIP,4342.32,11
CUST-0017,Wendy Wright,wendy.wright966@email.com,VIP,6895.05,14
CUST-0104,James Johnson,james.johnson973@email.com,VIP,10706.43,15
CUST-0303,Evelyn Thomas,evelyn.thomas225@email.com,VIP,4661.92,11
CUST-0410,Ella Hall,ella.hall731@email.com,VIP,3570.53,11
CUST-0456,Charlotte Wilson,charlotte.wilson947@email.com,VIP,7015.14,15
CUST-0127,Henry Lopez,henry.lopez853@email.com,VIP,4907.41,13
CUST-0414,Quinn Jackson,quinn.jackson961@email.com,VIP,2622.95,10
CUST-0421,Mia Allen,mia.allen676@email.com,VIP,2835.77,11
CUST-0499,Eve Baker,eve.baker605@email.com,VIP,2348.98,12
CUST-0365,James Davis,james.davis9@email.com,VIP,4384.54,14
CUST-0079,Mason Taylor,mason.taylor190@email.com,VIP,9702.64,13
CUST-0092,Henry Wilson,henry.wilson869@email.com,VIP,3448.10,10
CUST-0481,Daniel Clark,daniel.clark999@email.com,VIP,6407.17,11
CUST-0072,Abigail Davis,abigail.davis775@email.com,VIP,1396.91,11
CUST-0446,Lucas Davis,lucas.davis765@email.com,VIP,11341.09,14
CUST-0075,Harper Wilson,harper.wilson353@email.com,VIP,3262.36,13
CUST-0113,Victor Owem,victor.gonzalez197@email.com,VIP,6697.94,14
CUST-0076,Lucas Adewale,lucas.moore306@email.com,VIP,7936.51,13
CUST-0150,Liam Hernandez,liam.hernandez622@email.com,VIP,1752.82,14
CUST-0167,Yara Hernandez,yara.hernandez170@email.com,VIP,9076.68,15
CUST-0276,Wendy Allen,wendy.allen520@email.com,VIP,6273.29,11
CUST-0200,Alice Wright,alice.wright20@email.com,VIP,3819.80,10
CUST-0477,Henry Williams,henry.williams592@email.com,VIP,7106.82,11
CUST-0489,Sam Owem,sam.gonzalez170@email.com,VIP,7480.29,11
CUST-0032,Evelyn Jones,evelyn.jones995@email.com,VIP,5652.80,15
CUST-0211,Sam Lewis,sam.lewis212@email.com,VIP,6461.63,15
CUST-0418,Frank Robinson,frank.robinson540@email.com,VIP,4920.24,13
CUST-0214,Mason Young,mason.young239@email.com,VIP,3144.55,15
CUST-0036,Tara Rodriguez,tara.rodriguez797@email.com,VIP,5191.52,11
CUST-0297,Frank Smith,frank.smith152@email.com,VIP,5342.55,14
CUST-0459,Olivia Clark,olivia.clark528@email.com,VIP,7168.13,11
CUST-0021,Zack Olatunji,zack.anderson293@email.com,VIP,5396.12,11
CUST-0316,Diana Jackson,diana.jackson289@email.com,VIP,7679.35,12
CUST-0490,Evelyn Nwachukwu,evelyn.green768@email.com,VIP,8090.29,14
CUST-0051,Ivy White,ivy.white638@email.com,VIP,2991.03,13
CUST-0196,Quinn Allen,quinn.allen824@email.com,VIP,4560.69,11
CUST-0212,Ethan Williams,ethan.williams93@email.com,VIP,5890.44,15
CUST-0241,Emily Wilson,emily.wilson234@email.com,VIP,4360.49,11
CUST-0383,Harper Harris,harper.harris643@email.com,VIP,10961.98,14
CUST-0026,Frank Olatunji,frank.anderson979@email.com,VIP,4461.84,10
CUST-0173,Liam Jones,liam.jones846@email.com,VIP,5208.41,14
CUST-0146,Jack Clark,jack.clark929@email.com,VIP,5482.91,11
CUST-0423,Ethan Clark,ethan.clark879@email.com,VIP,2897.31,12
CUST-0475,Harper King,harper.king62@email.com,VIP,8797.34,11
CUST-0210,Sam Clark,sam.clark125@email.com,VIP,4094.01,12
CUST-0243,Eve Brown,eve.brown307@email.com,VIP,3155.29,10
CUST-0213,Tara Lee,tara.lee473@email.com,VIP,4419.72,14
CUST-0347,Henry Robinson,henry.robinson558@email.com,VIP,7517.98,15
CUST-0046,Joseph Young,joseph.young287@email.com,VIP,5395.25,12
CUST-0084,Yara Adewale,yara.moore252@email.com,VIP,5304.50,15
CUST-0279,Mia Lopez,mia.lopez613@email.com,VIP,4041.79,13
CUST-0493,Frank Lee,frank.lee870@email.com,VIP,5879.60,14
CUST-0392,Victor Davis,victor.davis807@email.com,VIP,5808.30,12
CUST-0044,Daniel Brown,daniel.brown199@email.com,VIP,7732.93,14
CUST-0077,Alice Scott,alice.scott693@email.com,VIP,9557.21,14
CUST-0322,Liam Miller,liam.miller51@email.com,VIP,3121.37,10
CUST-0422,Abigail Olatunji,abigail.anderson90@email.com,VIP,4304.68,15
CUST-0337,Harper Williams,harper.williams452@email.com,VIP,4886.02,11
CUST-0375,Isabella Wilson,isabella.wilson781@email.com,VIP,3526.08,12
CUST-0224,Rachel Nwachukwu,rachel.green87@email.com,VIP,7910.01,13
CUST-0219,Sam Scott,sam.scott97@email.com,VIP,4977.32,10
CUST-0310,William Miller,william.miller877@email.com,VIP,4428.40,11
CUST-0453,Yara Garcia,yara.garcia869@email.com,VIP,3179.93,12
CUST-0462,Ethan Smith,ethan.smith467@email.com,VIP,5393.67,13
CUST-0434,Sam King,sam.king313@email.com,VIP,3849.35,10
CUST-0201,Harper Walker,harper.walker636@email.com,VIP,3908.07,13
CUST-0318,Emily Baker,emily.baker290@email.com,VIP,4366.57,13
CUST-0073,Quinn Garcia,quinn.garcia219@email.com,VIP,6898.44,13
CUST-0110,Rachel Allen,rachel.allen32@email.com,VIP,4378.63,11
CUST-0345,Zack Baker,zack.baker438@email.com,VIP,2443.91,13
CUST-0420,Yara Thomas,yara.thomas114@email.com,VIP,4369.73,13
CUST-0349,Ella White,ella.white524@email.com,VIP,2202.94,13
CUST-0272,William Brown,william.brown920@email.com,VIP,6347.95,15
CUST-0336,Victor Harris,victor.harris135@email.com,VIP,5079.76,12
CUST-0425,William Owem,william.gonzalez83@email.com,VIP,4995.87,10
CUST-0085,William Rodriguez,william.rodriguez830@email.com,VIP,3444.03,15
CUST-0342,Abigail Taylor,abigail.taylor513@email.com,VIP,3616.79,12
CUST-0460,Peter Baker,peter.baker674@email.com,VIP,3875.34,11
CUST-0162,Sophia King,sophia.king462@email.com,VIP,5839.72,14
CUST-0326,Zack Obaje,zack.martinez247@email.com,VIP,3464.88,11
CUST-0286,Olivia King,olivia.king138@email.com,VIP,4080.82,10
CUST-0255,Tara Thompson,tara.thompson173@email.com,VIP,4498.98,12
CUST-0438,Yara Allen,yara.allen394@email.com,VIP,2385.15,10
